audienceId,id,name
349215,118952,Dummy Email
349215,118951,Activation-Sample (Do Not Remove)
349215,117316,Test_Vita_GN
349215,116581,JC_TEST_20230427_VFA
345470,389687,003_DE_APLF_02_20240216
345470,373788,Travel_Benson
345470,361903,CA
345470,278580,Unsub_request_002_APLF
345470,278565,002_DE_APLF_01
345470,278248,Unsub_request_001_CBME
345470,258131,Test_GN_email check
345470,252846,Email freq filter > 3 emails in past 7 days
345470,252832,001_CBME-Data Exchange-1st
345470,114733,Test_GN_exchange2
345470,114671,Test_GN_exchange
343440,395554,AUDIENCE_MVNO24_VIPMVNOFree_ActivationMP_SEG4_JM_01022024
343440,395552,AUDIENCE_MVNO24_VIPMVNOFree_ActivationHP_SEG4_JM_01022024
343440,395547,LR_Promo_Multi_NetworkX-Impact-of-AI_DS_KA_2024051_SVV_06_022324
343440,395546,AUDIENCE_MVNO24_VIPFinancialIndustryFree_ActivationMP_SEG4B_JM_13022024
343440,395545,AUDIENCE_MVNO24_VIPFinancialIndustryFree_ActivationHP_SEG4B_JM_13022024
343440,395544,AUDIENCE_MVNO24_VIP_MNOFree_ActivationMP_SEG2_JM_01022024
343440,395543,AUDIENCE_MVNO24_VIP_MNOFree_ActivationHP_SEG2_JM_01022024
343440,395541,AUDIENCE_MVNO24_VIPMVNOFreeSalesJT_ActivationMP_SEG4A_JM_01022024
343440,395540,AUDIENCE_MVNO24_VIPMVNOFreeSalesJT_ActivationHP_SEG4A_JM_01022024
343440,395522,AUDIENCE_MVNO24_SolutionProvidersPaidGA_ActivationMP_SEG5_JM_14022024
343440,395521,AUDIENCE_MVNO24_SolutionProvidersPaidGA_ActivationHP_SEG5_JM_14022024 (Copy)
343440,395517,AUDIENCE_MVNO24_RelatedEventsProspectsPaidGA_ActivationMP_SEG5A_JM_14022024
343440,395515,AUDIENCE_MVNO24_RelatedEventsProspectsPaidGA_ActivationHP_SEG5A_JM_14022024
343440,395512,AUDIENCE_MVNO24_MNOPaidGA_ActivationMP_SEG1_JM_01022024
343440,395511,AUDIENCE_MVNO24_MNOPaidGA_ActivationHP_SEG1_JM_01022024
343440,395509,AUDIENCE_MVNO24_FinancialIndustryPaid_ActivationMP_SEG3A_JM_13022024
343440,395508,AUDIENCE_MVNO24_FinancialIndustryPaid_ActivationHP_SEG3A_JM_13022024
343440,395420,TCOM_Promo_Kentik_WS_ES_2601907_01_022324
343440,395251,LR_Promo_Multi_NetworkX-Impact-of-AI_DS_KA_2024051_GUE_OTH_06_022224
343440,395230,LR_Promo_NETSCOUT_WS_AL_2557106_09_MSP_CSP_GUE_02_022224
343440,395179,Infront-Test-Feb22
343440,394590,LR_Promo_NetX-NetZero_DS_KA_2024107_SVV_01_022224
343440,394571,LR_Promo_Multi_NetworkX-Impact-of-AI_DS_KA_2024051_MSP_CSP_CON_06_022124
343440,394306,LR_Promo_NETSCOUT_WS_AL_2557106_08_SVV_OTH_02_022124
343440,394297,LR_Promo_Multi_NetworkX-Impact-of-AI_DS_KA_2024051_TOPIC_06_022124
343440,393571,OM-OMDIAEVENT-IG_EMN-MKTG-EVT_2311GL_11-iProov_March19web_2560210_01
343440,393506,LR_Promo_NETSCOUT_WS_AL_2557106_CON_02_022024
343440,393411,LR_Promo_NetX-NetZero_DS_KA_2024107_MSP_CSP_01_022024
